Date,Day,Month,Year,data_4th_Digit,OE,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,PRECTOTCORR
2011-2-5,5,2,2011,25,Even,8.51,-1.78,3.37,5.81,13.17,15.94,2.76,0.0
2011-2-8,8,2,2011,10,Odd,10.33,-0.23,5.05,6.99,8.88,16.37,7.5,0.0
2011-2-10,10,2,2011,1,Odd,8.4,1.29,4.85,5.85,9.51,13.71,4.2,0.0
2011-2-12,12,2,2011,1,Odd,7.85,4.26,6.05,7.46,8.32,12.92,4.6,0.0
2011-2-15,15,2,2011,25,Even,8.06,4.73,6.4,7.51,7.46,12.6,5.14,0.71
2011-2-17,17,2,2011,10,Odd,9.86,7.08,8.48,9.33,5.75,13.05,7.3,0.45
2011-2-19,19,2,2011,27,Odd,8.34,4.16,6.26,8.01,11.44,14.97,3.52,0.0
2011-2-22,22,2,2011,2,Even,6.23,1.78,4.01,6.26,12.02,11.99,-0.03,0.19
2011-2-24,24,2,2011,2,Odd,2.02,-4.72,-1.35,2.22,9.25,7.8,-1.45,0.02
2011-2-26,26,2,2011,16,Even,3.4,-1.5,0.95,3.61,12.25,10.31,-1.93,0.04
2011-3-1,1,3,2011,9,Odd,7.29,5.28,6.28,6.71,6.35,11.37,5.02,10.59
2011-3-3,3,3,2011,12,Odd,9.4,7.37,8.38,9.17,4.8,12.23,7.42,11.6
2011-3-5,5,3,2011,3,Even,7.39,5.16,6.27,7.4,5.09,10.25,5.15,2.37
2011-3-8,8,3,2011,22,Odd,3.36,-4.1,-0.37,3.87,12.54,10.09,-2.45,0.0
2011-3-10,10,3,2011,7,Odd,5.92,-0.47,2.73,5.62,10.27,11.83,1.56,0.0
2011-3-12,12,3,2011,22,Even,7.65,4.92,6.29,7.43,11.42,13.48,2.06,0.03
2011-3-15,15,3,2011,6,Even,14.33,10.12,12.23,13.94,9.27,19.39,10.12,4.6
2011-3-18,18,3,2011,6,Even,11.88,8.58,10.23,11.62,9.26,16.95,7.69,2.09
2011-3-19,19,3,2011,10,Odd,11.73,6.13,8.93,11.4,11.13,17.73,6.59,0.84
2011-3-22,22,3,2011,2,Even,9.74,4.12,6.94,10.08,11.09,15.22,4.13,0.38
2011-3-24,24,3,2011,7,Odd,11.23,4.37,7.8,11.17,13.82,18.68,4.86,0.0
2011-3-26,26,3,2011,37,Even,11.25,7.9,9.58,11.9,8.13,16.03,7.9,0.0
2011-3-29,29,3,2011,2,Odd,12.26,9.23,10.75,12.98,8.95,17.27,8.33,2.97
2011-3-31,31,3,2011,3,Odd,12.99,5.99,9.49,13.19,14.43,20.48,6.05,0.0
2011-4-2,2,4,2011,8,Even,16.24,7.41,11.83,15.49,13.97,23.5,9.53,0.0
2011-4-5,5,4,2011,5,Odd,13.66,8.51,11.08,13.72,11.37,19.87,8.5,0.13
2011-4-7,7,4,2011,21,Even,17.1,8.99,13.05,16.76,15.02,24.73,9.7,0.0
2011-4-9,9,4,2011,12,Even,16.65,11.98,14.32,16.9,13.05,24.08,11.03,0.0
2011-4-12,12,4,2011,29,Even,15.24,9.58,12.41,15.73,11.87,21.62,9.76,0.03
2011-4-14,14,4,2011,24,Odd,10.36,3.48,6.92,10.8,10.35,16.26,5.91,2.02
2011-4-16,16,4,2011,9,Odd,11.5,4.88,8.19,12.26,11.05,17.89,6.85,0.16
2011-4-19,19,4,2011,9,Even,13.6,8.22,10.91,14.11,11.12,19.2,8.08,0.0
2011-4-21,21,4,2011,8,Odd,14.92,7.3,11.11,15.01,10.57,20.4,9.83,0.0
2011-4-23,23,4,2011,6,Even,14.79,10.19,12.49,14.87,7.82,19.05,11.23,1.85
2011-4-26,26,4,2011,14,Even,14.81,10.3,12.55,15.29,7.73,18.75,11.02,3.93
2011-4-28,28,4,2011,38,Odd,15.03,9.58,12.3,16.06,11.96,20.92,8.97,0.34
2011-4-30,30,4,2011,15,Even,13.94,10.23,12.08,13.9,5.38,16.93,11.55,4.59
2011-5-3,3,5,2011,30,Even,16.37,11.91,14.14,17.39,9.75,21.58,11.83,1.93
2011-5-5,5,5,2011,21,Even,15.66,7.68,11.67,16.84,12.65,22.53,9.87,0.0
2011-5-7,7,5,2011,3,Odd,16.02,8.65,12.33,16.83,12.12,22.37,10.25,0.0
2011-5-10,10,5,2011,12,Even,16.26,7.9,12.08,16.84,15.5,23.96,8.47,0.01
2011-5-12,12,5,2011,1,Odd,20.09,9.94,15.02,20.18,13.93,27.39,13.46,0.0
2011-5-14,14,5,2011,2,Even,18.28,10.1,14.19,18.73,11.09,24.36,13.27,0.0
2011-5-17,17,5,2011,28,Odd,14.96,6.51,10.73,15.48,13.45,21.48,8.04,0.09
2011-5-19,19,5,2011,5,Even,18.53,9.02,13.77,19.15,12.29,24.81,12.52,0.0
2011-5-21,21,5,2011,8,Odd,20.75,12.4,16.58,20.98,11.22,26.3,15.09,0.03
2011-5-24,24,5,2011,65,Odd,21.87,13.77,17.82,22.26,10.27,27.05,16.79,0.21
2011-5-26,26,5,2011,20,Even,22.65,14.23,18.44,23.26,11.88,28.75,16.87,0.17
2011-5-28,28,5,2011,15,Even,19.98,14.76,17.37,21.46,8.22,24.27,16.05,0.0
2011-5-31,31,5,2011,1,Odd,19.16,13.2,16.18,19.72,9.73,23.41,13.69,0.02
2011-6-3,3,6,2011,14,Even,23.16,14.05,18.6,24.23,11.4,28.98,17.58,0.97
2011-6-4,4,6,2011,21,Odd,23.36,14.83,19.1,24.4,11.02,28.53,17.51,0.38
2011-6-7,7,6,2011,5,Odd,21.43,16.51,18.97,22.45,8.43,26.55,18.13,2.07
2011-6-9,9,6,2011,10,Odd,19.19,14.28,16.73,20.62,8.36,23.59,15.24,5.53
2011-6-11,11,6,2011,11,Odd,19.27,13.17,16.23,20.06,8.01,23.41,15.4,0.13
2011-6-14,14,6,2011,40,Odd,21.5,13.8,17.65,22.63,10.95,26.68,15.74,2.05
2011-6-16,16,6,2011,18,Odd,22.58,15.75,19.16,24.47,11.48,28.39,16.9,0.23
2011-6-18,18,6,2011,19,Odd,22.65,15.38,19.01,24.17,11.44,28.4,16.97,0.0
2011-6-21,21,6,2011,2,Odd,23.73,12.88,18.3,25.2,12.59,29.84,17.25,0.0
2011-6-23,23,6,2011,11,Even,24.23,14.01,19.12,24.87,11.07,30.15,19.08,0.0
2011-6-25,25,6,2011,11,Even,25.23,12.9,19.07,26.86,14.73,32.76,18.03,0.0
2011-6-28,28,6,2011,5,Odd,26.4,15.84,21.12,27.81,13.28,33.32,20.05,0.0
2011-6-30,30,6,2011,7,Odd,24.52,18.8,21.66,26.81,9.21,28.67,19.46,0.16
2011-7-2,2,7,2011,6,Odd,22.68,16.85,19.76,24.73,7.53,26.87,19.34,4.87
2011-7-5,5,7,2011,2,Odd,22.16,18.2,20.19,22.48,5.37,24.51,19.15,22.92
2011-7-7,7,7,2011,1,Even,25.7,15.44,20.57,27.23,11.63,31.87,20.23,0.0
2011-7-9,9,7,2011,11,Odd,26.52,14.85,20.69,27.62,13.22,33.28,20.06,0.0
2011-7-12,12,7,2011,7,Odd,29.34,13.9,21.62,30.51,13.23,35.98,22.75,0.0
2011-7-14,14,7,2011,21,Even,25.28,16.7,20.99,27.45,11.41,30.41,19.0,0.0
2011-7-16,16,7,2011,17,Odd,22.96,12.62,17.79,25.45,12.84,29.45,16.61,0.0
2011-7-19,19,7,2011,35,Even,23.34,15.12,19.23,25.23,9.39,28.21,18.82,0.04
2011-7-21,21,7,2011,9,Odd,21.97,12.99,17.48,23.99,10.78,27.2,16.42,0.0
2011-7-23,23,7,2011,36,Odd,22.04,14.72,18.38,23.55,9.41,27.24,17.83,1.2
2011-7-26,26,7,2011,6,Odd,21.74,11.91,16.83,24.19,10.42,26.93,16.51,0.47
2011-7-28,28,7,2011,21,Odd,22.25,15.91,19.08,24.21,9.88,27.76,17.89,6.7
2011-7-30,30,7,2011,9,Even,22.97,12.45,17.71,25.07,13.55,29.73,16.19,0.03
2011-8-2,2,8,2011,1,Odd,25.34,15.5,20.42,27.09,12.78,31.87,19.09,0.0
2011-8-4,4,8,2011,3,Even,25.56,15.22,20.39,27.53,10.31,31.67,21.36,0.0
2011-8-6,6,8,2011,18,Odd,25.94,16.76,21.35,27.75,10.07,31.4,21.33,0.1
2011-8-9,9,8,2011,30,Even,25.42,16.21,20.82,27.82,10.31,31.19,20.87,0.0
2011-8-11,11,8,2011,8,Even,22.32,10.59,16.46,24.44,13.82,29.33,15.51,0.0
2011-8-13,13,8,2011,14,Odd,24.3,10.23,17.26,25.8,12.87,31.27,18.4,0.0
2011-8-16,16,8,2011,2,Odd,26.97,15.25,21.11,28.76,13.3,34.05,20.75,0.01
2011-8-18,18,8,2011,18,Odd,27.96,16.64,22.3,29.64,12.3,34.48,22.19,0.0
2011-8-20,20,8,2011,18,Even,28.93,13.67,21.3,30.14,14.63,36.75,22.12,0.0
2011-8-23,23,8,2011,2,Odd,30.12,12.94,21.54,30.88,11.96,36.87,24.9,0.0
2011-8-25,25,8,2011,18,Odd,29.9,12.32,21.12,30.59,12.23,36.72,24.49,0.0
2011-8-27,27,8,2011,9,Odd,25.98,15.69,20.83,27.62,11.97,31.81,19.85,0.0
2011-8-30,30,8,2011,12,Odd,24.25,14.1,19.18,26.26,11.46,30.56,19.11,0.01
2011-9-1,1,9,2011,8,Even,24.79,15.08,19.94,26.12,11.55,31.26,19.7,0.0
2011-9-3,3,9,2011,3,Odd,26.58,16.19,21.38,26.4,7.14,30.39,23.25,0.05
2011-9-6,6,9,2011,14,Odd,24.98,15.19,20.08,26.7,13.09,31.92,18.84,0.01
2011-9-8,8,9,2011,20,Odd,24.0,13.12,18.56,25.65,13.54,31.69,18.15,0.0
2011-9-10,10,9,2011,2,Odd,25.01,15.04,20.02,26.44,13.3,32.29,18.99,0.0
2011-9-13,13,9,2011,61,Odd,25.87,13.8,19.83,27.21,12.2,32.93,20.73,0.0
2011-9-15,15,9,2011,6,Odd,26.0,12.69,19.34,26.88,12.95,33.45,20.51,0.0
2011-9-17,17,9,2011,13,Even,25.67,10.76,18.22,26.08,11.25,32.26,21.01,0.0
2011-9-20,20,9,2011,7,Even,17.33,10.72,14.02,17.94,9.21,22.37,13.15,1.53
2011-9-22,22,9,2011,4,Odd,22.26,13.92,18.09,22.86,10.42,28.19,17.78,0.0
2011-9-24,24,9,2011,4,Odd,21.65,14.6,18.12,23.16,11.33,28.2,16.88,0.0
2011-9-27,27,9,2011,18,Even,22.98,13.2,18.08,23.31,9.82,27.92,18.1,0.06
2011-9-29,29,9,2011,11,Odd,21.87,9.47,15.67,22.49,13.6,29.43,15.83,0.0
2011-10-1,1,10,2011,3,Even,21.86,11.62,16.74,22.32,12.01,28.53,16.52,0.0
2011-10-4,4,10,2011,1,Even,21.48,10.98,16.23,21.73,13.23,29.21,15.98,0.0
2011-10-6,6,10,2011,5,Odd,20.06,13.08,16.57,20.83,10.73,26.62,15.89,0.0
2011-10-8,8,10,2011,1,Even,15.6,2.44,9.02,16.57,11.61,22.26,10.65,0.03
2011-10-11,11,10,2011,23,Odd,19.35,6.64,13.0,19.3,18.41,29.63,11.23,0.0
2011-10-13,13,10,2011,9,Odd,19.52,12.65,16.08,20.33,11.7,26.06,14.36,0.1
2011-10-15,15,10,2011,33,Even,13.34,1.08,7.21,14.23,12.64,20.85,8.21,0.0
2011-10-18,18,10,2011,1,Even,14.37,7.58,10.98,14.73,12.55,20.88,8.33,0.06
2011-10-20,20,10,2011,7,Even,16.71,14.19,15.45,16.06,8.29,19.84,11.55,37.53
2011-10-22,22,10,2011,9,Even,14.14,6.87,10.51,14.14,8.13,18.9,10.76,0.17
2011-10-25,25,10,2011,13,Odd,16.55,13.16,14.86,16.6,6.58,20.73,14.15,0.23
2011-10-27,27,10,2011,2,Even,14.56,9.55,12.06,13.73,9.86,19.56,9.7,0.59
2011-10-29,29,10,2011,8,Even,16.48,11.21,13.84,15.97,10.08,22.21,12.12,0.06
2011-11-2,2,11,2011,5,Even,16.02,8.24,12.13,15.4,9.21,21.21,12.0,0.0
2011-11-3,3,11,2011,52,Odd,14.4,9.85,12.12,14.49,10.59,20.12,9.54,0.01
2011-11-5,5,11,2011,23,Odd,17.2,13.98,15.58,17.02,3.21,19.15,15.94,1.93
2011-11-8,8,11,2011,23,Even,14.61,11.86,13.23,14.34,5.7,18.07,12.38,9.2
2011-11-10,10,11,2011,8,Odd,13.73,7.58,10.65,12.98,11.34,20.22,8.87,0.0
2011-11-12,12,11,2011,25,Even,12.27,6.51,9.39,12.16,10.69,18.98,8.3,0.01
2011-11-15,15,11,2011,18,Even,9.9,2.01,5.96,8.51,10.48,16.05,5.56,0.0
2011-11-17,17,11,2011,12,Odd,9.69,2.16,5.92,8.53,11.85,16.44,4.58,0.0
2011-11-19,19,11,2011,13,Odd,9.57,2.86,6.22,7.75,10.5,15.33,4.83,0.0
2011-11-22,22,11,2011,11,Odd,12.9,9.71,11.3,12.33,5.81,16.94,11.14,2.82
2011-11-24,24,11,2011,3,Odd,12.8,7.99,10.4,12.21,10.48,19.01,8.53,0.09
2011-11-26,26,11,2011,26,Odd,12.57,7.98,10.27,10.69,8.09,17.77,9.68,0.0
2011-11-29,29,11,2011,13,Odd,10.64,6.87,8.75,8.73,8.84,15.36,6.52,0.0
2011-12-1,1,12,2011,4,Odd,11.22,7.5,9.36,9.51,9.63,17.08,7.45,0.03
2011-12-3,3,12,2011,7,Even,11.98,10.68,11.33,11.51,6.34,15.65,9.3,8.75
2011-12-6,6,12,2011,1,Even,11.06,7.96,9.51,10.36,6.93,15.41,8.48,1.11
2011-12-9,9,12,2011,1,Even,11.13,9.0,10.06,10.62,8.22,14.9,6.69,0.13
2011-12-10,10,12,2011,28,Even,12.26,11.22,11.74,11.61,4.08,14.62,10.55,1.01
2011-12-13,13,12,2011,10,Even,10.31,5.85,8.08,9.23,7.43,13.98,6.55,0.09
2011-12-15,15,12,2011,7,Odd,11.66,9.27,10.47,10.81,8.14,15.66,7.52,1.88
2011-12-17,17,12,2011,2,Even,9.12,2.63,5.87,7.9,9.32,13.18,3.86,0.8
2011-12-20,20,12,2011,21,Odd,2.89,-1.36,0.76,2.95,9.44,7.95,-1.49,0.43
2011-12-22,22,12,2011,36,Even,3.38,-0.76,1.31,2.84,10.75,10.34,-0.4,0.01
2011-12-24,24,12,2011,16,Odd,6.83,3.7,5.26,5.45,10.09,12.76,2.67,4.57
2011-12-27,27,12,2011,6,Even,6.46,1.05,3.76,4.12,11.91,13.13,1.23,0.0
2011-12-29,29,12,2011,15,Odd,6.86,2.82,4.84,5.31,7.31,11.43,4.12,0.11
2011-12-31,31,12,2011,2,Even,4.86,-1.67,1.59,3.24,11.29,11.05,-0.24,0.0
2012-1-3,3,1,2012,35,Even,11.02,9.11,10.06,9.84,6.58,14.93,8.34,13.83
2012-1-5,5,1,2012,10,Even,8.63,6.35,7.49,7.68,4.75,11.37,6.62,0.52
2012-1-7,7,1,2012,7,Even,5.1,-0.86,2.12,4.06,11.72,12.15,0.43,0.0
2012-1-10,10,1,2012,14,Even,6.14,1.12,3.63,4.35,10.37,12.44,2.08,0.12
2012-1-12,12,1,2012,20,Odd,7.23,2.18,4.7,4.51,10.68,13.35,2.67,0.0
2012-1-14,14,1,2012,4,Odd,7.22,2.12,4.67,6.47,11.36,13.01,1.65,0.01
2012-1-17,17,1,2012,9,Odd,2.57,-4.48,-0.95,1.37,10.93,8.58,-2.35,0.0
2012-1-19,19,1,2012,24,Even,6.14,2.73,4.43,4.48,7.47,10.26,2.8,0.01
2012-1-21,21,1,2012,12,Even,7.79,2.94,5.37,5.61,12.06,13.99,1.93,0.0
2012-1-24,24,1,2012,27,Even,8.76,5.75,7.26,8.14,10.97,13.43,2.45,0.1
2012-1-26,26,1,2012,13,Even,2.79,-3.92,-0.56,2.19,11.75,10.0,-1.75,0.0
2012-1-28,28,1,2012,2,Even,5.3,0.19,2.75,4.29,7.92,9.93,2.01,0.05
2012-1-31,31,1,2012,16,Odd,4.89,2.23,3.56,3.74,3.15,6.19,3.04,5.14
2012-2-2,2,2,2012,25,Even,3.09,1.18,2.13,2.78,6.47,6.69,0.23,5.62
2012-2-4,4,2,2012,1,Odd,-0.74,-2.99,-1.87,-0.97,5.67,2.19,-3.49,5.54
2012-2-7,7,2,2012,27,Odd,-0.09,-4.2,-2.14,0.22,7.45,3.69,-3.77,0.04
2012-2-9,9,2,2012,43,Odd,2.39,-2.73,-0.17,2.15,11.8,8.45,-3.35,0.05
2012-2-11,11,2,2012,23,Even,0.48,-2.42,-0.97,0.66,6.28,3.58,-2.7,4.28
2012-2-14,14,2,2012,12,Odd,-0.12,-5.43,-2.77,0.14,10.16,6.15,-4.01,0.1
2012-2-16,16,2,2012,5,Odd,4.7,-0.77,1.97,3.35,10.3,10.77,0.48,0.05
2012-2-18,18,2,2012,8,Even,8.16,4.82,6.49,7.34,8.8,13.36,4.57,0.01
2012-2-21,21,2,2012,28,Odd,8.35,4.28,6.31,7.88,8.3,13.59,5.3,2.57
2012-2-23,23,2,2012,20,Even,8.89,4.08,6.49,8.18,13.17,16.22,3.05,0.0
2012-2-25,25,2,2012,14,Odd,10.87,3.21,7.04,9.15,10.88,17.5,6.62,0.0
2012-2-28,28,2,2012,25,Odd,7.35,-0.4,3.48,7.15,11.51,14.11,2.6,0.0
2012-3-1,1,3,2012,6,Even,12.83,5.43,9.13,11.49,14.48,20.98,6.51,0.0
2012-3-3,3,3,2012,16,Even,11.33,7.12,9.23,10.94,10.99,18.0,7.01,0.0
2012-3-6,6,3,2012,31,Odd,8.65,5.04,6.84,8.45,4.45,11.18,6.73,3.24
2012-3-8,8,3,2012,23,Odd,9.19,1.93,5.56,9.36,13.66,16.55,2.9,0.02
2012-3-10,10,3,2012,1,Even,9.36,2.44,5.9,9.26,13.38,17.51,4.14,0.0
2012-3-13,13,3,2012,15,Odd,10.34,3.72,7.03,10.11,13.61,18.06,4.45,0.01
2012-3-15,15,3,2012,1,Even,12.06,5.69,8.87,11.61,14.52,20.12,5.61,0.0
2012-3-17,17,3,2012,12,Even,10.92,7.31,9.12,11.04,12.19,17.6,5.41,0.03
2012-3-20,20,3,2012,21,Odd,14.23,6.49,10.36,13.58,9.16,19.26,10.12,0.0
2012-3-22,22,3,2012,6,Odd,13.7,5.12,9.41,12.78,11.16,20.69,9.53,0.0
2012-3-24,24,3,2012,39,Even,14.65,5.98,10.31,14.41,10.77,21.02,10.25,0.0
2012-3-27,27,3,2012,9,Even,12.98,2.88,7.94,13.08,15.2,20.84,5.64,0.0
2012-3-29,29,3,2012,11,Even,14.06,6.9,10.48,13.76,11.43,20.59,9.15,0.0
2012-3-31,31,3,2012,11,Odd,13.17,6.89,10.03,13.57,11.91,19.9,7.98,0.01
2012-4-3,3,4,2012,11,Odd,15.52,8.8,12.15,15.94,10.5,20.83,10.33,1.03
2012-4-5,5,4,2012,10,Even,14.53,12.07,13.3,14.12,5.44,17.11,11.67,0.4
2012-4-7,7,4,2012,37,Odd,12.44,9.47,10.96,12.63,6.76,16.76,10.0,5.22
2012-4-10,10,4,2012,9,Odd,10.9,1.59,6.25,11.71,12.66,17.36,4.7,0.32
2012-4-12,12,4,2012,15,Even,12.25,7.72,9.98,13.2,10.23,17.83,7.62,0.04
2012-4-14,14,4,2012,5,Even,9.98,8.11,9.04,10.13,3.27,11.51,8.25,19.52
2012-4-17,17,4,2012,6,Even,12.8,6.29,9.54,13.77,10.85,18.79,7.94,0.58
2012-4-19,19,4,2012,12,Odd,11.08,7.68,9.38,11.62,5.98,14.18,8.21,8.1
2012-4-21,21,4,2012,9,Odd,12.5,8.69,10.59,13.32,10.58,17.62,7.04,0.7
2012-4-24,24,4,2012,24,Even,12.15,9.12,10.64,12.84,9.28,17.05,7.77,1.52
2012-4-26,26,4,2012,19,Odd,14.55,7.89,11.22,15.05,14.82,21.49,6.67,0.0
2012-4-28,28,4,2012,6,Odd,20.52,11.54,16.03,19.63,11.41,27.02,15.62,0.0
2012-5-2,2,5,2012,9,Odd,15.94,8.62,12.28,17.07,12.0,22.36,10.36,0.02
2012-5-3,3,5,2012,8,Even,15.26,6.09,10.68,16.15,13.33,22.51,9.18,0.0
2012-5-5,5,5,2012,13,Odd,15.07,10.05,12.55,16.32,10.71,20.05,9.34,0.05
2012-5-8,8,5,2012,13,Even,16.82,9.51,13.16,17.69,12.47,23.48,11.01,0.02
2012-5-10,10,5,2012,6,Odd,20.67,11.48,16.08,21.53,13.64,27.51,13.87,0.0
2012-5-12,12,5,2012,10,Even,21.75,12.16,16.96,22.28,15.42,29.64,14.22,0.0
2012-5-15,15,5,2012,5,Even,14.15,6.33,10.24,15.62,14.44,21.54,7.1,0.0
2012-5-17,17,5,2012,14,Even,14.27,2.32,8.3,15.36,15.1,21.73,6.62,0.07
2012-5-19,19,5,2012,1,Odd,17.38,9.05,13.22,18.45,14.05,24.9,10.85,0.0
2012-5-22,22,5,2012,1,Odd,13.73,11.02,12.37,13.96,4.27,15.85,11.58,26.32
2012-5-24,24,5,2012,10,Odd,20.61,13.24,16.93,20.95,13.65,26.92,13.27,0.08
2012-5-26,26,5,2012,3,Odd,19.3,13.09,16.19,20.64,10.16,24.39,14.23,4.1
2012-5-29,29,5,2012,38,Odd,17.94,10.95,14.45,19.33,14.16,24.91,10.75,0.01
2012-5-31,31,5,2012,12,Even,20.19,13.53,16.86,21.51,11.38,26.23,14.86,0.23
2012-6-4,4,6,2012,8,Odd,18.55,14.01,16.28,19.15,8.02,22.95,14.93,2.63
2012-6-5,5,6,2012,15,Even,20.3,12.9,16.6,21.84,12.25,26.98,14.73,0.02
2012-6-7,7,6,2012,32,Even,21.03,12.44,16.73,22.98,12.22,27.21,15.0,0.0
2012-6-9,9,6,2012,31,Even,21.99,14.6,18.3,22.16,7.95,25.9,17.95,0.08
2012-6-12,12,6,2012,20,Odd,20.51,14.67,17.59,21.8,9.02,24.38,15.37,0.44
2012-6-14,14,6,2012,3,Even,20.23,10.21,15.22,22.29,13.84,27.04,13.2,0.0
2012-6-16,16,6,2012,1,Odd,25.83,10.64,18.23,26.41,14.11,32.72,18.61,0.0
2012-6-19,19,6,2012,52,Odd,28.22,12.21,20.22,29.14,13.23,34.72,21.48,0.0
2012-6-21,21,6,2012,9,Even,26.44,13.97,20.21,28.07,10.76,32.11,21.35,0.0
2012-6-23,23,6,2012,2,Even,27.46,10.3,18.88,28.47,13.35,34.62,21.27,0.0
2012-6-26,26,6,2012,13,Even,27.03,15.46,21.24,29.09,14.48,34.19,19.7,0.15
2012-6-28,28,6,2012,6,Even,27.75,16.68,22.22,29.83,11.16,33.63,22.47,0.0
2012-6-30,30,6,2012,17,Odd,29.36,14.04,21.69,30.73,12.51,35.82,23.31,0.0
2012-7-3,3,7,2012,2,Even,25.98,15.75,20.87,28.62,11.04,31.91,20.87,0.0
2012-7-5,5,7,2012,15,Odd,26.13,15.16,20.65,28.8,12.51,32.5,19.99,0.0
2012-7-7,7,7,2012,15,Odd,26.38,15.82,21.1,28.73,13.42,32.98,19.56,0.0
2012-7-10,10,7,2012,19,Even,28.4,14.28,21.33,30.23,12.03,34.67,22.64,0.0
2012-7-12,12,7,2012,40,Even,26.76,15.89,21.33,28.9,11.51,32.62,21.11,0.09
2012-7-14,14,7,2012,27,Odd,26.71,15.58,21.15,29.01,12.9,32.87,19.97,0.0
2012-7-17,17,7,2012,8,Odd,26.33,9.54,17.94,28.78,15.06,33.37,18.3,0.0
2012-7-19,19,7,2012,5,Odd,27.68,12.0,19.83,29.54,15.16,35.18,20.02,0.0
2012-7-21,21,7,2012,22,Even,25.98,14.63,20.3,28.15,12.88,32.65,19.78,0.0
2012-7-24,24,7,2012,2,Odd,23.34,16.25,19.8,24.43,7.92,28.01,20.08,3.17
2012-7-26,26,7,2012,11,Odd,26.39,15.09,20.74,28.22,12.98,33.23,20.24,0.0
2012-7-28,28,7,2012,9,Even,29.4,12.65,21.03,30.72,12.9,36.46,23.55,0.0
2012-7-31,31,7,2012,29,Even,28.18,10.43,19.3,29.5,14.19,35.68,21.49,0.0
2012-8-2,2,8,2012,2,Even,28.35,14.19,21.27,30.27,12.84,35.04,22.2,0.0
2012-8-4,4,8,2012,12,Even,28.4,13.47,20.93,30.31,14.28,35.8,21.51,0.01
2012-8-7,7,8,2012,24,Even,30.84,10.99,20.92,31.93,14.19,38.05,23.86,0.0
2012-8-9,9,8,2012,19,Odd,29.03,10.67,19.85,30.96,15.59,36.71,21.12,0.0
2012-8-11,11,8,2012,4,Even,27.36,8.68,18.02,29.88,14.77,34.6,19.83,0.02
2012-8-14,14,8,2012,19,Even,27.01,17.99,22.51,29.13,10.24,32.46,22.22,0.16
2012-8-16,16,8,2012,38,Even,26.76,16.12,21.44,28.8,11.66,32.98,21.32,0.0
2012-8-18,18,8,2012,3,Even,29.91,13.57,21.74,31.98,14.82,37.42,22.6,0.0
2012-8-21,21,8,2012,35,Odd,29.45,15.41,22.43,31.61,14.29,37.21,22.92,0.0
2012-8-23,23,8,2012,5,Even,30.1,14.31,22.2,31.8,13.62,37.3,23.67,0.01
2012-8-25,25,8,2012,7,Odd,27.67,15.62,21.64,29.66,12.8,34.29,21.48,0.0
2012-8-28,28,8,2012,15,Even,25.42,11.31,18.37,27.79,13.52,32.33,18.81,0.0
2012-8-30,30,8,2012,17,Even,26.6,15.62,21.11,28.64,12.95,33.37,20.41,0.01
2012-9-1,1,9,2012,6,Odd,20.44,10.67,15.55,21.44,6.13,23.57,17.44,0.0
2012-9-4,4,9,2012,34,Even,20.1,16.01,18.05,19.99,5.84,23.12,17.27,21.4
2012-9-6,6,9,2012,16,Odd,22.27,15.73,19.01,22.95,11.57,28.67,17.1,7.34
2012-9-8,8,9,2012,5,Even,23.03,11.12,17.07,24.1,14.69,30.76,16.08,0.0
2012-9-11,11,9,2012,8,Even,22.61,13.83,18.22,23.16,11.27,28.89,17.62,0.03
2012-9-13,13,9,2012,12,Even,19.25,13.55,16.4,20.37,8.0,23.05,15.05,11.8
2012-9-15,15,9,2012,21,Odd,20.9,12.8,16.85,22.07,14.2,28.2,14.0,0.16
2012-9-18,18,9,2012,3,Odd,20.75,12.98,16.86,21.95,11.2,26.8,15.61,0.0
2012-9-20,20,9,2012,10,Odd,19.53,10.27,14.9,20.05,13.2,26.48,13.28,2.45
2012-9-22,22,9,2012,1,Even,20.07,14.84,17.46,20.91,11.82,26.12,14.3,0.11
2012-9-25,25,9,2012,21,Even,20.32,16.84,18.58,20.59,7.9,24.52,16.62,0.52
2012-9-27,27,9,2012,3,Odd,23.16,17.09,20.13,23.94,9.38,28.62,19.24,0.01
2012-9-29,29,9,2012,6,Odd,24.24,13.13,18.69,23.3,9.04,29.77,20.73,0.68
2012-10-2,2,10,2012,36,Odd,19.98,14.37,17.17,20.69,9.73,25.3,15.57,0.76
2012-10-4,4,10,2012,21,Even,19.09,13.55,16.33,19.65,10.68,25.13,14.45,0.03
2012-10-6,6,10,2012,13,Even,19.62,11.65,15.63,19.76,11.76,26.54,14.78,0.01
2012-10-9,9,10,2012,6,Odd,19.61,16.62,18.11,19.87,6.96,23.54,16.58,5.26
2012-10-11,11,10,2012,16,Even,19.72,15.13,17.43,20.44,9.44,25.06,15.63,0.97
2012-10-13,13,10,2012,14,Even,17.25,15.2,16.23,17.06,4.83,20.44,15.61,5.25
2012-10-16,16,10,2012,1,Odd,15.45,9.57,12.51,15.48,9.63,20.66,11.03,0.39
2012-10-18,18,10,2012,7,Odd,17.26,10.6,13.93,16.45,11.09,23.52,12.44,0.0
2012-10-20,20,10,2012,2,Even,19.84,10.23,15.04,18.31,11.35,26.22,14.87,0.0
2012-10-23,23,10,2012,45,Odd,19.16,15.45,17.3,19.26,8.91,24.48,15.58,0.7
